aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
3.6579522555294703,28.309054544593014,0.03617598889002302,1.4984249832329632,0.002573601666496548,1.2666978498111678,0.6102878555702992,1.601151422281197,0.6456002777494247,0.0764802221995397,0.0013384038884919451,0.11382564888389873,14.554975433391174,1.6969201944245973,0.003808799444501151,6.666447466721104,1.7535525332788953,0.07426398333503452,0.1835361555396778,0.07,1.0
3.4178829299076106,2.3444396258732967,0.03361768311922566,2.9003798647734294,0.019756861062217024,2.5554048411086736,0.6646451115618144,1.482496934865819,0.4706164570655532,0.260853049357677,0.008361768311922566,0.02746762181654204,12.069228009916417,1.5678518233040046,0.004914695064232303,15.977809548453875,4.23,0.07276463376154868,0.2597634077078763,0.04,1.0
2.9481531136699055,1.9271300113100025,0.019514905589245266,2.552162635961131,0.002,5.338375371988017,0.4577615105720757,0.5417357571710383,1.0305785857236793,0.7852425472053775,0.7852425472053775,0.13625366012128295,5.926154520406224,1.6727235838386791,0.005524254720537736,49.47607866693943,4.0406720770366045,0.08572764161613211,0.1558211329290568,0.044272358383867894,1.0
0.484761750179045,28.025127209468877,0.03329272674557399,0.3812181976327802,0.008682909301770403,0.16707273254426008,0.13561089538492377,0.2051236163318117,0.7493944943206772,0.13500179656853367,0.007329272674557399,0.05769545059180494,5.688656389466875,0.9978108373980629,0.0016585453491147985,6.779276267694466,2.2992762676944665,0.013292726745573993,0.0889036221304978,0.05987818023672198,1.0
0.05,12.909077647337845,0.5091139100699532,1.3047015917857734,0.05808318338910965,2.171735917127985,0.11383363322178071,0.06652802768481725,1.0595840830544518,0.3652802768481725,0.3668969135259944,0.020130200687559507,4.594538823668922,1.4663652595679664,0.00053887889260731,1.6122784775174883,4.518643737085455,0.04191681661089035,0.05,0.02,1.0
0.11105501707852637,9.65387614024512,0.20722477195097608,1.6658943841670335,0.03555045609804785,2.3705048462932625,0.441146807313665,0.30621564999001905,0.8697478621661527,0.39885319268633496,0.14454122001197714,0.08153209805102012,8.299173887883752,1.6442200683141053,0.006277522804902393,38.01334863170586,3.173463654812564,0.06,0.07502294755878466,0.02,1.0
1.7794777599124532,28.65556633090849,0.04,3.384019150485629,0.0051331737459530905,5.255303011731088,0.2186682625404691,0.5812479540849034,0.07532694983812362,0.15995212378592716,0.05354302730525329,0.0708716138754542,7.560558147248101,1.3506778377832838,0.001466108110835816,15.977809548453875,3.705374826052197,0.06,0.256682625404691,0.015326949838123605,1.0
0.6741644441385632,18.13840768706844,0.06788276586648709,2.270603719993266,0.07262992275977778,3.0878039670751742,0.6204111969335802,0.42281712906945024,0.3494663041351964,0.4775328183985185,0.4775328183985185,0.044958002840356906,9.890516146539102,1.588355212265679,0.007788276586648709,29.74559933266184,0.33088364333277215,0.013823271333445568,0.16293962800067344,0.03276465426668911,1.0
0.018456266475533823,23.70752935531361,0.055771866762233085,0.5191938653287368,0.039596932664368374,0.12389360172019562,0.061140666188834555,0.05114066618883456,0.919262401146797,0.0,0.003422813323776691,0.04381217349579625,3.537178528650579,0.7581217349579625,0.0064228133237766915,0.940592379644352,1.3732163911123227,0.061140666188834555,0.038456266475533823,0.05463120057339853,1.0
1.2957836887055976,7.6394633621819255,0.03590880217682448,3.771705195102145,0.03133522681862384,2.8529544010884123,0.35795122503348153,1.2730731624497778,0.873472629512273,0.7206808076188856,0.7206808076188856,0.0680125113471227,1.4094379537424797,1.5218176043536489,0.006943160163261836,20.964672300410278,1.9598812386386344,0.02,0.3355652223124509,0.032954401088412244,1.0
0.06380892760344438,3.838089276034444,0.3597451949138036,3.4984329801379834,0.06797833842586413,8.109490389827608,0.2829681336551796,0.04322293874137602,0.5881656547241193,0.6391210167068975,0.6391210167068975,0.15429299443103417,17.08443310581035,2.0530445123448553,0.0019707005568965815,14.057948718334321,0.7823821447931113,0.038828022275863266,0.03087898329310255,0.00029299443103418364,1.0
3.039689983418046,3.838871573022095,0.01618102965561697,0.7737506999355395,0.02950442628373881,5.220533295281775,0.477637940688766,1.2382579738526738,0.9431051447744578,0.2529138220662982,0.0072362059311233936,0.14797582538268894,16.585120873086556,1.2590948517219152,0.0022362059311233935,16.94484557253233,5.223155568239409,0.03291382206629819,0.17381897034438304,0.0685430889668509,1.0
1.3056656211256943,17.276599835288813,0.03,0.5087481633662657,0.008509508873224202,7.0197387534975135,0.860380354928968,0.9368380521417743,0.6007210070491091,0.0,0.0,0.09340731323718189,0.3939540239453378,1.3843343788743059,0.009509508873224201,13.674453487300788,2.3792789929508906,0.060570532393452114,0.32718704084156647,0.024714733803273943,1.0
1.5841144812426857,22.840726184816088,0.005911747118014922,3.2327774455625042,0.004725501921323386,4.862089705397081,0.7526800512352902,0.5418949167426533,0.8136924391580928,0.44558735590074605,0.3583712944183977,0.06456847502279599,2.505132849040415,1.943627509606617,0.005725501921323386,32.64611277218748,2.2606168307390204,0.08454250320220565,0.35176505763970156,0.03637249039338307,1.0
2.3779833939078596,9.481502931266403,0.02078271480492451,2.386148924318823,0.044026716572018586,2.74573584104734,0.6779711913415408,1.0587226569747423,0.9669819349008748,0.45142138631755335,0.2374689444790462,0.16543769530732327,2.57092675809722,1.531534180438126,0.0010782714804924512,15.977809548453875,1.2734501949760124,0.038753906146465365,0.3804633790486101,0.01,1.0
0.3880491234755788,22.45,0.23733265079416477,4.224442169313883,0.05,3.7040736948856474,0.17,0.79,0.34,0.1928904814802822,0.001,0.08,1.1617748201080473,1.3375557830686118,0.009,53.73325895590852,4.78,0.03,0.1,0.01,1.0
0.21973179926086644,18.40297964403842,0.0317409381443163,2.368944897879622,0.00870674927056873,4.190259350321055,0.6911287901187197,0.6972620054464788,0.8301945127407915,0.2712024781170619,0.1243902186344554,0.06008046022174007,2.345207788367909,1.386271740906365,0.0040333038319397396,50.13724430461032,3.4014441276019602,0.013866784672241044,0.02773356934448209,0.01,1.0
4.6463809979855295,26.21370003041991,0.010985105735746566,0.22186699376922892,0.004049255286787328,2.155761691771945,0.08788084588597253,1.7361170698190076,0.9288659516217191,0.0029553172072396966,0.0002462764339366411,0.02065978548651573,0.4982584132298582,1.7019702114714932,0.008,2.68457015063167,5.095257371082349,0.02950744713212672,0.29113404837828094,0.013940422942986253,1.0
1.174866358937834,0.2748708555494082,0.015913004377290662,0.49730853162989924,0.028893913716704654,6.556008093900833,0.867739013131872,1.0438197134983778,0.6118043826444831,0.15965111818684785,0.001182600875458132,0.12629587504944323,15.591907608443401,1.4870457461171418,0.006408699562270934,16.8026914683701,3.624186581757826,0.07,0.1634798249083736,0.016347982490837357,1.0
0.5519990106501481,28.024007914798815,0.3186772197317531,1.0760118721982221,0.021867227298249386,5.738654959360087,0.17266287415890125,0.6260217656967407,1.0180084094737407,0.20067375700727158,0.002800098934985185,0.0690678703756531,9.026006925448963,1.5246816718060863,0.002400049467492593,29.023334157791542,1.896006925448963,0.07,0.22999505325074074,0.031332673766765434,1.0
0.01947290210146561,20.498544582254787,0.02737937057948146,3.267951048694476,0.004843356637655024,3.9573050702187142,0.676265734493799,1.4809353152198415,0.6010096155806085,0.45843356637655025,0.03783671307147715,0.14099851399278465,6.138195805222096,1.644246503332582,0.006631031471025927,46.31269492978129,1.6935708047125135,0.05841870630439683,0.03158129369560317,0.01,1.0
0.3481907410866641,14.587868062426407,0.010751324590879612,1.198566403382104,0.001187831147719903,2.5629523147283337,0.7052062885009728,1.4203226786602552,0.6270845999781719,0.5606084426140048,0.548662381619019,0.18391427081387515,7.04794189183942,1.7822009901374545,0.008737036393192135,39.16320116397558,0.45742334756710584,0.028873013113680582,0.38849735081824077,0.08737036393192135,1.0
1.8877895509265767,25.11203664550902,0.21797298706726964,2.9932335881160785,0.0626851851246944,1.7534266568330614,0.6450578997555358,0.9711004082485665,0.926467176232157,0.4805115695213277,0.48107720662723413,0.14410231390426553,11.66737451576374,1.4017085121283857,0.004,15.947319007965607,0.9391022930447064,0.07,0.3123262485844949,0.0028281855295324235,1.0
2.1566185712205224,27.297905094809757,0.02847621343515555,2.2508584859565994,0.003847621343515555,5.425334458322622,0.3231906541224555,1.153999035723467,0.6090950257248111,0.6285239070994111,0.6285239070994111,0.16445713596945336,17.58966614435021,1.3252378656484445,0.003923810671757778,4.975905576948023,4.247237383510178,0.035380946641211115,0.3070478141988222,0.023857160076366662,1.0
2.0085081008345282,9.15216461420536,0.030174119684325332,2.4188049259071365,0.044026716572018586,3.408880103900592,0.5882588031567466,0.8569271983762854,0.9564800173167654,0.36986346931240266,0.3296756965593176,0.12099010583091306,12.491764960540667,1.8229600346335306,0.005034823936865067,15.977809548453875,6.405025707148021,0.03439058110486134,0.074216461420536,0.04560941889513867,1.0
0.16541252817463986,14.054312453042266,0.5168315458337187,4.144906414352066,0.009270626408731993,0.8386688298281463,0.48,0.18,0.74,0.19,0.005,0.112,18.38577539444496,1.6805500375661866,0.008,38.13404692903853,4.51,0.06,0.05,0.02,1.0
0.16255249268370078,11.35227683421677,0.027657478051102333,1.8740680392318085,0.0017657478051102335,4.371436951277558,0.4865747805110233,1.7640222878273226,0.6273818195841724,0.0,0.0,0.10177231657832292,2.575459239104881,1.2021325512140946,0.0037657478051102335,4.248884458593857,5.998188858657321,0.04234252194889767,0.06104985367401555,0.03786744878590544,1.0
3.897888296638532,2.9788148872336353,0.08392990006122691,3.478587078802357,0.012589485009184036,6.992530118509671,0.2745761236407072,0.13336473158216983,0.4497305554065577,0.26897699743448167,0.10511960351885458,0.06917897001836808,16.630295723885617,1.6990580525349048,0.004327053683566033,15.338304494562829,1.7027864234570265,0.00831763420891508,0.35111719731202784,0.0016823657910849188,1.0
4.634805220507118,18.477824797408815,0.008290587307050819,3.2443187665369435,0.00667045679437286,5.82863555402577,0.1736849910420346,1.1938471423654262,0.156477160281357,0.6723541627613534,0.6723541627613534,0.1312467866592539,16.828637533073888,1.6311202294650837,0.00524026102535592,7.062484675439313,3.4153569308162735,0.0662013051267796,0.3708928218027122,0.040503262816949,1.0
0.750073585224759,20.69103442452245,0.24957032910110327,2.4541495385394496,0.04063198850842411,3.1630753612922073,0.15832106912920682,0.535359045786552,1.289536496601138,0.19978516455055162,0.0066178634859551735,0.13631091937921727,8.271006512247311,1.8111418422471721,0.0036964391432586226,23.388790492752896,6.083041528792242,0.06,0.11550029601124144,0.015392878286517246,1.0
3.232704437229776,20.29158361391343,0.04286279862111941,1.50600272967709,0.044026716572018586,1.8419658690063438,0.45286279862111944,0.4255672358508954,0.7170976110310447,0.38262525653410423,0.35915030784092505,0.10148286676274633,17.932888740583508,1.4386279862111941,0.0074274402757761185,15.977809548453875,2.49284915023567,0.04141160413664177,0.2541556317142536,0.03427440275776118,1.0
2.403302270455506,0.7988837117425843,0.03257611056300561,3.009109970402303,0.007020296150134829,1.2802653504558705,0.7907103652547189,0.2550507403753371,0.45636999013410096,0.0,0.0,0.03126152023591576,13.269063376085562,1.6001014807506742,0.002484777887398878,25.79218598219809,5.710632181662415,0.06762685093834268,0.21237314906165733,0.05257611056300561,1.0
1.3762630179532709,8.234500094643801,0.023547623554466685,2.2277854573953992,0.005516663511873322,0.5948333648812667,0.812595152465133,0.8177144479608006,1.1355235751677326,0.035476235544666834,0.001064287066340005,0.13634766141198681,15.539621283015475,1.3609998107123993,0.009290475289106663,33.5409288012778,4.921047150335465,0.05645237644553332,0.37485703469279963,0.0035476235544666833,1.0
0.6801121994876831,10.46819875898225,0.007631536840847655,1.7998657508196056,0.020574342010637788,4.403991180122915,0.15254858726092724,1.4575335622950987,0.92693989986251,0.2987517561817208,0.2831284342964757,0.04825185373292701,13.393049484836027,1.18,0.004094169528688733,35.82476857629775,0.6331015844603968,0.06556802216529811,0.101412542930331,0.07952915235655633,1.0
0.18665824326198655,9.66910995024198,0.048245170697999294,3.291754829302001,0.037002711061673035,5.6430817636481585,0.13370283068402972,1.289328392536048,0.8964903413959986,0.4205037055979639,0.4205037055979639,0.11982199004839589,2.8377161948859952,1.2871872190739908,0.00982451706979993,15.893962128813616,4.293173854872026,0.017548293020007072,0.09317385487202551,0.018774146510003538,1.0
3.845843378512968,11.944927253890272,0.03,3.1896351479810776,0.0015822914330270242,3.8094691915789243,0.2873334828627046,1.4126562850459465,1.0584894314675657,0.3341668535783807,0.3341668535783807,0.16854375981286498,9.74581268223892,1.8539270295962156,0.007746874299081072,10.853406453266489,7.4137917694681095,0.08835417133945953,0.2036667414313523,0.022531257009189273,1.0
0.7276669965521019,8.940948887642636,0.048538298179476996,2.5696276365392254,0.04132061562095314,7.318306385435816,0.41830638543581594,0.7584680728209201,0.7583414981150944,0.9122627780893413,0.8996190573418172,0.10482361600772593,18.587786210601227,1.9439563926535253,0.0011461701820523005,15.965545172330067,5.8883766107943725,0.05146170182052301,0.10850318550019859,0.005115956371830517,1.0
1.0176257425423811,12.21,0.5595867906345586,0.6960931417465912,0.10810668920628339,5.698106689206283,0.8,0.03726333615078542,0.93,0.62,0.62,0.014409652861151426,19.708950042261783,1.9227366638492145,0.001,31.55895004226178,4.21,0.06,0.07,0.02,1.0
3.313818083181464,10.06460147506314,0.016198306408986785,2.6728019667508542,0.010419612113026,3.0593974322974957,0.4939989073606366,1.0648041520295808,1.130402622334472,0.8978033325500585,0.8919249387299225,0.1347600655583618,5.295214969159278,1.8282004916877135,0.005920021852787268,44.47060803089932,0.11119694060978247,0.03019994536803183,0.20680087411149067,0.05940016389590451,1.0
1.742571609586409,4.493180211052204,0.1370850131825164,2.226095197869687,0.06662544977213558,5.719618786152964,0.1334762005325783,0.7939592612513183,0.9932346701732082,0.5187449604524508,0.7650272295605025,0.07754250659125819,16.789836622636983,1.3334217414115732,0.004577551451396213,15.389231444321736,1.1799218470036452,0.005962585752327021,0.1494387862849053,0.05173810026628915,1.0
1.0223398061773976,8.044480120345868,0.6545686346248979,0.6693816881604591,0.0372284317312449,5.973258025792551,0.2960866697912756,0.7113476014089795,0.8377341789758674,0.44256572879974493,0.1813824815929695,0.11955423431049998,18.362865636575357,1.9283894833920407,0.0017097370848010202,43.91247721452072,4.1177341789758675,0.06,0.0558052583039796,0.012902629151989798,1.0
1.6791839904506405,7.203471476505072,0.03985284340749171,1.264207259467614,0.0011397987628828763,1.027143743027216,0.7250702541509723,1.7795585302224752,0.33537121562655264,0.004635432664011158,0.004635432664011158,0.061809361258795596,1.8717658791100995,1.372575240368895,0.009963210851872928,31.476468241779802,4.765792740532386,0.010073578296254146,0.2387491689636795,0.02,1.0
